type,raw_padyam_text,class,satakam,lg_data,chandassu_score,n_aksharaalu_score,n_paadalu_score,gana_kramam_score,yati_score,prasa_score
seesamu,"ఇంద్రనీలచ్ఛాయ లీను నెమ్మేనిపైఁ- గనకాంబరప్రభ గ్రందుకొనఁగఁ
బర్వసుధాంశు శోభసముజ్జ్వలవక్త్ర- మున నూర్ధ్వపుండ్రము ముద్దు గుల్క
నెగుభుజంబుల ధగద్ధగితాంగద ద్యుతుల్‌- మూర్ధరత్నకిరీటమునఁ జరింప
వర్ణితోరస్థలి వైయంతిక కౌస్తు- భాంతర శ్రీదేవియంద మమర",vupajaathi,Aandhranaayaka,"[('ఇం', 'U'), ('ద్ర', '|'), ('నీ', 'U'), ('ల', 'U'), ('చ్ఛా', 'U'), ('య', '|'), ('లీ', 'U'), ('ను', '|'), ('నె', 'U'), ('మ్మే', 'U'), ('ని', '|'), ('పై', 'U'), ('గ', '|'), ('న', '|'), ('కాం', 'U'), ('బ', '|'), ('ర', '|'), ('ప్ర', '|'), ('భ', '|'), ('గ్రం', 'U'), ('దు', '|'), ('కొ', '|'), ('న', '|'), ('గ', '|'), ('బ', 'U'), ('ర్వ', '|'), ('సు', '|'), ('ధాం', 'U'), ('శు', '|'), ('శో', 'U'), ('భ', '|'), ('స', '|'), ('ము', 'U'), ('జ్జ్వ', '|'), ('ల', '|'), ('వ', 'U'), ('క్త్ర', '|'), ('ము', '|'), ('న', '|'), ('నూ', 'U'), ('ర్ధ్వ', '|'), ('పుం', 'U'), ('డ్ర', '|'), ('ము', '|'), ('ము', 'U'), ('ద్దు', '|'), ('గు', 'U'), ('ల్క', '|'), ('నె', '|'), ('గు', '|'), ('భు', '|'), ('జం', 'U'), ('బు', '|'), ('ల', '|'), ('ధ', '|'), ('గ', 'U'), ('ద్ధ', '|'), ('గి', '|'), ('తాం', 'U'), ('గ', '|'), ('ద', 'U'), ('ద్యు', '|'), ('తు', 'U'), ('ల్మూ', 'U'), ('ర్ధ', '|'), ('ర', 'U'), ('త్న', '|'), ('కి', '|'), ('రీ', 'U'), ('ట', '|'), ('ము', '|'), ('న', '|'), ('జ', '|'), ('రిం', 'U'), ('ప', '|'), ('వ', 'U'), ('ర్ణి', '|'), ('తో', 'U'), ('ర', 'U'), ('స్థ', '|'), ('లి', '|'), ('వై', 'U'), ('యం', 'U'), ('తి', '|'), ('క', '|'), ('కౌ', 'U'), ('స్తు', '|'), ('భాం', 'U'), ('త', '|'), ('ర', '|'), ('శ్రీ', 'U'), ('దే', 'U'), ('వి', '|'), ('యం', 'U'), ('ద', '|'), ('మ', '|'), ('మ', '|'), ('ర', '|')]",0.5104166666666666,-1.0,1.0,0.53125,0.0,-1.0
teytageethi,"రమ్ము దర్శన మిమ్ము ఘోరములఁ జిమ్ము-మభయ మిమ్ము భవత్తత్త్వ మానతిమ్ము 
చిత్ర చిత్ర ప్రభావ దాక్షిణ్యభావ-హత విమతజీవ శ్రీకాకుళాంధ్రదేవ!",vupajaathi,Aandhranaayaka,"[('ర', 'U'), ('మ్ము', '|'), ('ద', 'U'), ('ర్శ', '|'), ('న', '|'), ('మి', 'U'), ('మ్ము', '|'), ('ఘో', 'U'), ('ర', '|'), ('ము', '|'), ('ల', '|'), ('జి', 'U'), ('మ్ము', '|'), ('మ', '|'), ('భ', '|'), ('య', '|'), ('మి', 'U'), ('మ్ము', '|'), ('భ', '|'), ('వ', 'U'), ('త్త', 'U'), ('త్త్వ', '|'), ('మా', 'U'), ('న', '|'), ('తి', 'U'), ('మ్ము', '|'), ('చి', '|'), ('త్ర', '|'), ('చి', '|'), ('త్ర', '|'), ('ప్ర', '|'), ('భా', 'U'), ('వ', '|'), ('దా', 'U'), ('క్షి', 'U'), ('ణ్య', '|'), ('భా', 'U'), ('వ', '|'), ('హ', '|'), ('త', '|'), ('వి', '|'), ('మ', '|'), ('త', '|'), ('జీ', 'U'), ('వ', '|'), ('శ్రీ', 'U'), ('కా', 'U'), ('కు', '|'), ('ళాం', 'U'), ('ధ్ర', '|'), ('దే', 'U'), ('వ', '|')]",0.7666666666666666,-1.0,1.0,0.8,0.5,-1.0
seesamu,"కలిగినప్పుడె కన్న తలిదండ్రు లెన్న నే- నిసువు మాటాడంగ నేర్చె జగతి
జయలిజగంబు లంబకు నిజోదరమునం- దేబిడ్డ చూపించె నిద్ధరిత్రిఁ
దొడలపై ముద్దుగా నిడుకొన్న జనని కే- పసిపిల్ల కొండంతబరువు దోఁచెఁ
దల్లిచెంగటనుండి యిల్లిల్లుఁ జొచ్చి యే- కుఱ్ఱఁ డింతుల బల్మిఁ గూడ నేర్చె",vupajaathi,Aandhranaayaka,"[('క', '|'), ('లి', '|'), ('గి', '|'), ('న', 'U'), ('ప్పు', '|'), ('డె', '|'), ('క', 'U'), ('న్న', '|'), ('త', '|'), ('లి', '|'), ('దం', 'U'), ('డ్రు', '|'), ('లె', 'U'), ('న్న', '|'), ('నే', 'U'), ('ని', '|'), ('సు', '|'), ('వు', '|'), ('మా', 'U'), ('టా', 'U'), ('డం', 'U'), ('గ', '|'), ('నే', 'U'), ('ర్చె', '|'), ('జ', '|'), ('గ', '|'), ('తి', '|'), ('జ', '|'), ('య', '|'), ('లి', '|'), ('జ', '|'), ('గం', 'U'), ('బు', '|'), ('లం', 'U'), ('బ', '|'), ('కు', '|'), ('ని', '|'), ('జో', 'U'), ('ద', '|'), ('ర', '|'), ('ము', '|'), ('నం', 'U'), ('దే', 'U'), ('బి', 'U'), ('డ్డ', '|'), ('చూ', 'U'), ('పిం', 'U'), ('చె', '|'), ('ని', 'U'), ('ద్ధ', '|'), ('రి', '|'), ('త్రి', '|'), ('దొ', '|'), ('డ', '|'), ('ల', '|'), ('పై', 'U'), ('ము', 'U'), ('ద్దు', '|'), ('గా', 'U'), ('ని', '|'), ('డు', '|'), ('కొ', 'U'), ('న్న', '|'), ('జ', '|'), ('న', '|'), ('ని', '|'), ('కే', 'U'), ('ప', '|'), ('సి', '|'), ('పి', 'U'), ('ల్ల', '|'), ('కొం', 'U'), ('డం', 'U'), ('త', '|'), ('బ', '|'), ('రు', '|'), ('వు', '|'), ('దో', 'U'), ('చె', '|'), ('ద', 'U'), ('ల్లి', '|'), ('చెం', 'U'), ('గ', '|'), ('ట', '|'), ('నుం', 'U'), ('డి', '|'), ('యి', 'U'), ('ల్లి', 'U'), ('ల్లు', '|'), ('జొ', 'U'), ('చ్చి', '|'), ('యే', 'U'), ('కు', 'U'), ('ఱ్ఱ', '|'), ('డిం', 'U'), ('తు', '|'), ('ల', '|'), ('బ', 'U'), ('ల్మి', '|'), ('గూ', 'U'), ('డ', '|'), ('నే', 'U'), ('ర్చె', '|')]",0.6666666666666666,-1.0,1.0,0.75,0.25,-1.0
teytageethi,"నాబుడత వీవెరా యబ్బ! యబ్బురంపు-కతలమారివి నీ వెఱుంగనివి గలవె?
చిత్ర చిత్ర ప్రభావ దాక్షిణ్యభావ-హత విమతజీవ శ్రీకాకుళాంధ్రదేవ!",vupajaathi,Aandhranaayaka,"[('నా', 'U'), ('బు', '|'), ('డ', '|'), ('త', '|'), ('వీ', 'U'), ('వె', '|'), ('రా', 'U'), ('య', 'U'), ('బ్బ', '|'), ('య', 'U'), ('బ్బు', '|'), ('రం', 'U'), ('పు', '|'), ('క', '|'), ('త', '|'), ('ల', '|'), ('మా', 'U'), ('రి', '|'), ('వి', '|'), ('నీ', 'U'), ('వె', '|'), ('ఱుం', 'U'), ('గ', '|'), ('ని', '|'), ('వి', '|'), ('గ', '|'), ('ల', '|'), ('వె', '|'), ('చి', '|'), ('త్ర', '|'), ('చి', '|'), ('త్ర', '|'), ('ప్ర', '|'), ('భా', 'U'), ('వ', '|'), ('దా', 'U'), ('క్షి', 'U'), ('ణ్య', '|'), ('భా', 'U'), ('వ', '|'), ('హ', '|'), ('త', '|'), ('వి', '|'), ('మ', '|'), ('త', '|'), ('జీ', 'U'), ('వ', '|'), ('శ్రీ', 'U'), ('కా', 'U'), ('కు', '|'), ('ళాం', 'U'), ('ధ్ర', '|'), ('దే', 'U'), ('వ', '|')]",0.6833333333333332,-1.0,1.0,0.8,0.25,-1.0
seesamu,"వరమిచ్చినట్టి శంకరుని కెగ్గు దలంచు- భస్మాసురుని పేరుఁ బాపినావు
తనయిల్లుఁ గాచు నుగ్రుని బోరుటకుఁ బిల్చు- బాణుచేతులు తెగఁ బఱికినావు
తొలుమిన్కు లజుని మ్రుచ్చిలి గొన్న సోమకుఁ- జంపి విద్యలు ధాత కంపినావు
బలిమి దైత్యులు సుధాకలశము న్గొన వారి- వంచించి సురలకుఁ బంచినావు",vupajaathi,Aandhranaayaka,"[('వ', '|'), ('ర', '|'), ('మి', 'U'), ('చ్చి', '|'), ('న', 'U'), ('ట్టి', '|'), ('శం', 'U'), ('క', '|'), ('రు', '|'), ('ని', '|'), ('కె', 'U'), ('గ్గు', '|'), ('ద', '|'), ('లం', 'U'), ('చు', '|'), ('భ', 'U'), ('స్మా', 'U'), ('సు', '|'), ('రు', '|'), ('ని', '|'), ('పే', 'U'), ('రు', '|'), ('బా', 'U'), ('పి', '|'), ('నా', 'U'), ('వు', '|'), ('త', '|'), ('న', '|'), ('యి', 'U'), ('ల్లు', '|'), ('గా', 'U'), ('చు', '|'), ('ను', '|'), ('గ్రు', '|'), ('ని', '|'), ('బో', 'U'), ('రు', '|'), ('ట', '|'), ('కు', '|'), ('బి', 'U'), ('ల్చు', '|'), ('బా', 'U'), ('ణు', '|'), ('చే', 'U'), ('తు', '|'), ('లు', '|'), ('తె', '|'), ('గ', '|'), ('బ', '|'), ('ఱి', '|'), ('కి', '|'), ('నా', 'U'), ('వు', '|'), ('తొ', '|'), ('లు', '|'), ('మి', 'U'), ('న్కు', '|'), ('ల', '|'), ('జు', '|'), ('ని', '|'), ('మ్రు', 'U'), ('చ్చి', '|'), ('లి', '|'), ('గొ', 'U'), ('న్న', '|'), ('సో', 'U'), ('మ', '|'), ('కు', '|'), ('జం', 'U'), ('పి', '|'), ('వి', 'U'), ('ద్య', '|'), ('లు', '|'), ('ధా', 'U'), ('త', '|'), ('కం', 'U'), ('పి', '|'), ('నా', 'U'), ('వు', '|'), ('బ', '|'), ('లి', '|'), ('మి', '|'), ('దై', 'U'), ('త్యు', '|'), ('లు', '|'), ('సు', '|'), ('ధా', 'U'), ('క', '|'), ('ల', '|'), ('శ', '|'), ('ము', 'U'), ('న్గొ', '|'), ('న', '|'), ('వా', 'U'), ('రి', '|'), ('వం', 'U'), ('చిం', 'U'), ('చి', '|'), ('సు', '|'), ('ర', '|'), ('ల', '|'), ('కు', '|'), ('బం', 'U'), ('చి', '|'), ('నా', 'U'), ('వు', '|')]",1.0,-1.0,1.0,1.0,1.0,-1.0
teytageethi,"నిఖిలదైవత కార్యముల్‌ నిర్వహించు-నీకు నిజకార్యము భరంబె నిర్వహింప!
చిత్ర చిత్ర ప్రభావ దాక్షిణ్యభావ-హత విమతజీవ శ్రీకాకుళాంధ్రదేవ!",vupajaathi,Aandhranaayaka,"[('ని', '|'), ('ఖి', '|'), ('ల', '|'), ('దై', 'U'), ('వ', '|'), ('త', '|'), ('కా', 'U'), ('ర్య', '|'), ('ము', 'U'), ('ల్ని', 'U'), ('ర్వ', '|'), ('హిం', 'U'), ('చు', '|'), ('నీ', 'U'), ('కు', '|'), ('ని', '|'), ('జ', '|'), ('కా', 'U'), ('ర్య', '|'), ('ము', '|'), ('భ', '|'), ('రం', 'U'), ('బె', '|'), ('ని', 'U'), ('ర్వ', '|'), ('హిం', 'U'), ('ప', '|'), ('చి', '|'), ('త్ర', '|'), ('చి', '|'), ('త్ర', '|'), ('ప్ర', '|'), ('భా', 'U'), ('వ', '|'), ('దా', 'U'), ('క్షి', 'U'), ('ణ్య', '|'), ('భా', 'U'), ('వ', '|'), ('హ', '|'), ('త', '|'), ('వి', '|'), ('మ', '|'), ('త', '|'), ('జీ', 'U'), ('వ', '|'), ('శ్రీ', 'U'), ('కా', 'U'), ('కు', '|'), ('ళాం', 'U'), ('ధ్ర', '|'), ('దే', 'U'), ('వ', '|')]",0.7666666666666666,-1.0,1.0,0.8,0.5,-1.0
seesamu,"అచట లే వని కదా యరచేతఁ జఱచెఁ గ్రు- ద్ధత సభా స్తంభంబు దానవేంద్రుఁ
డచట లే వని కదా యస్త్రరాజం బేసె- గురుసుతుం డుత్తరోదరమునందు
నచట లే వని కదా యతికోపి ననిచెఁ- బాండవు లున్నవనికిఁ గౌరవకులేంద్రుఁ
డచట లే వని కదా యాత్మీయసభను ద్రౌ- పది వల్వ లూడ్చె సర్పధ్వజుండు",vupajaathi,Aandhranaayaka,"[('అ', '|'), ('చ', '|'), ('ట', '|'), ('లే', 'U'), ('వ', '|'), ('ని', '|'), ('క', '|'), ('దా', 'U'), ('య', '|'), ('ర', '|'), ('చే', 'U'), ('త', '|'), ('జ', '|'), ('ఱ', '|'), ('చె', '|'), ('గ్రు', 'U'), ('ద్ధ', '|'), ('త', '|'), ('స', '|'), ('భా', 'U'), ('స్తం', 'U'), ('భం', 'U'), ('బు', '|'), ('దా', 'U'), ('న', '|'), ('వేం', 'U'), ('ద్రు', '|'), ('డ', '|'), ('చ', '|'), ('ట', '|'), ('లే', 'U'), ('వ', '|'), ('ని', '|'), ('క', '|'), ('దా', 'U'), ('య', 'U'), ('స్త్ర', '|'), ('రా', 'U'), ('జం', 'U'), ('బే', 'U'), ('సె', '|'), ('గు', '|'), ('రు', '|'), ('సు', '|'), ('తుం', 'U'), ('డు', 'U'), ('త్త', '|'), ('రో', 'U'), ('ద', '|'), ('ర', '|'), ('ము', '|'), ('నం', 'U'), ('దు', '|'), ('న', '|'), ('చ', '|'), ('ట', '|'), ('లే', 'U'), ('వ', '|'), ('ని', '|'), ('క', '|'), ('దా', 'U'), ('య', '|'), ('తి', '|'), ('కో', 'U'), ('పి', '|'), ('న', '|'), ('ని', '|'), ('చె', '|'), ('బాం', 'U'), ('డ', '|'), ('వు', '|'), ('లు', 'U'), ('న్న', '|'), ('వ', '|'), ('ని', '|'), ('కి', '|'), ('గౌ', 'U'), ('ర', '|'), ('వ', '|'), ('కు', '|'), ('లేం', 'U'), ('ద్రు', '|'), ('డ', '|'), ('చ', '|'), ('ట', '|'), ('లే', 'U'), ('వ', '|'), ('ని', '|'), ('క', '|'), ('దా', 'U'), ('యా', 'U'), ('త్మీ', 'U'), ('య', '|'), ('స', '|'), ('భ', '|'), ('ను', '|'), ('ద్రౌ', 'U'), ('ప', '|'), ('ది', '|'), ('వ', 'U'), ('ల్వ', '|'), ('లూ', 'U'), ('డ్చె', '|'), ('స', 'U'), ('ర్ప', 'U'), ('ధ్వ', '|'), ('జుం', 'U'), ('డు', '|')]",0.875,-1.0,1.0,1.0,0.625,-1.0
teytageethi,"లేక యచ్చోటులను గల్గలేదె ముందు-కలవు కేవల మిచ్చోటఁ గల్గు టరుదె
చిత్ర చిత్ర ప్రభావ దాక్షిణ్యభావ-హత విమతజీవ శ్రీకాకుళాంధ్రదేవ!",vupajaathi,Aandhranaayaka,"[('లే', 'U'), ('క', '|'), ('య', 'U'), ('చ్చో', 'U'), ('టు', '|'), ('ల', '|'), ('ను', '|'), ('గ', 'U'), ('ల్గ', '|'), ('లే', 'U'), ('దె', '|'), ('ముం', 'U'), ('దు', '|'), ('క', '|'), ('ల', '|'), ('వు', '|'), ('కే', 'U'), ('వ', '|'), ('ల', '|'), ('మి', 'U'), ('చ్చో', 'U'), ('ట', '|'), ('గ', 'U'), ('ల్గు', '|'), ('ట', '|'), ('రు', '|'), ('దె', '|'), ('చి', '|'), ('త్ర', '|'), ('చి', '|'), ('త్ర', '|'), ('ప్ర', '|'), ('భా', 'U'), ('వ', '|'), ('దా', 'U'), ('క్షి', 'U'), ('ణ్య', '|'), ('భా', 'U'), ('వ', '|'), ('హ', '|'), ('త', '|'), ('వి', '|'), ('మ', '|'), ('త', '|'), ('జీ', 'U'), ('వ', '|'), ('శ్రీ', 'U'), ('కా', 'U'), ('కు', '|'), ('ళాం', 'U'), ('ధ్ర', '|'), ('దే', 'U'), ('వ', '|')]",0.7666666666666666,-1.0,1.0,0.8,0.5,-1.0
seesamu,"అంచితాఖండ దీపారాధనల చేత- దీపించు నెప్పుడు దేవళంబు
అగరుసాంబ్రాణి ధూపార్పణంబులచేత- భవనం బ దెప్పుడుఁ బరిమళించు
నతినృత్యగీత వాద్యస్వనంబులచేత- నెప్పుడుఁ గోవెల యెసక మెసఁగు
నఖిలోపచార సమర్పణంబులచేత- మెఱయు నెప్పుడుఁ దిరుమేను కళల",vupajaathi,Aandhranaayaka,"[('అం', 'U'), ('చి', '|'), ('తా', 'U'), ('ఖం', 'U'), ('డ', '|'), ('దీ', 'U'), ('పా', 'U'), ('రా', 'U'), ('ధ', '|'), ('న', '|'), ('ల', '|'), ('చే', 'U'), ('త', '|'), ('దీ', 'U'), ('పిం', 'U'), ('చు', '|'), ('నె', 'U'), ('ప్పు', '|'), ('డు', '|'), ('దే', 'U'), ('వ', '|'), ('ళం', 'U'), ('బు', '|'), ('అ', '|'), ('గ', '|'), ('రు', '|'), ('సాం', 'U'), ('బ్రా', 'U'), ('ణి', '|'), ('ధూ', 'U'), ('పా', 'U'), ('ర్ప', '|'), ('ణం', 'U'), ('బు', '|'), ('ల', '|'), ('చే', 'U'), ('త', '|'), ('భ', '|'), ('వ', '|'), ('నం', 'U'), ('బ', '|'), ('దె', 'U'), ('ప్పు', '|'), ('డు', '|'), ('బ', '|'), ('రి', '|'), ('మ', '|'), ('ళిం', 'U'), ('చు', '|'), ('న', '|'), ('తి', '|'), ('నృ', 'U'), ('త్య', '|'), ('గీ', 'U'), ('త', '|'), ('వా', 'U'), ('ద్య', 'U'), ('స్వ', '|'), ('నం', 'U'), ('బు', '|'), ('ల', '|'), ('చే', 'U'), ('త', '|'), ('నె', 'U'), ('ప్పు', '|'), ('డు', '|'), ('గో', 'U'), ('వె', '|'), ('ల', '|'), ('యె', '|'), ('స', '|'), ('క', '|'), ('మె', '|'), ('స', '|'), ('గు', '|'), ('న', '|'), ('ఖి', '|'), ('లో', 'U'), ('ప', '|'), ('చా', 'U'), ('ర', '|'), ('స', '|'), ('మ', 'U'), ('ర్ప', '|'), ('ణం', 'U'), ('బు', '|'), ('ల', '|'), ('చే', 'U'), ('త', '|'), ('మె', '|'), ('ఱ', '|'), ('యు', '|'), ('నె', 'U'), ('ప్పు', '|'), ('డు', '|'), ('ది', '|'), ('రు', '|'), ('మే', 'U'), ('ను', '|'), ('క', '|'), ('ళ', '|'), ('ల', '|')]",0.7916666666666666,-1.0,1.0,1.0,0.375,-1.0
teytageethi,"నిపు డొకించుక లోభిత్వ మెనసి నట్లు-దోఁచుచున్నాఁడ విట్టియద్భుతము గలదె
చిత్ర చిత్ర ప్రభావ దాక్షిణ్యభావ-హత విమతజీవ శ్రీకాకుళాంధ్రదేవ!",vupajaathi,Aandhranaayaka,"[('ని', '|'), ('పు', '|'), ('డొ', '|'), ('కిం', 'U'), ('చు', '|'), ('క', '|'), ('లో', 'U'), ('భి', 'U'), ('త్వ', '|'), ('మె', '|'), ('న', '|'), ('సి', '|'), ('న', 'U'), ('ట్లు', '|'), ('దో', 'U'), ('చు', '|'), ('చు', 'U'), ('న్నా', 'U'), ('డ', '|'), ('వి', 'U'), ('ట్టి', '|'), ('య', 'U'), ('ద్భు', '|'), ('త', '|'), ('ము', '|'), ('గ', '|'), ('ల', '|'), ('దె', '|'), ('చి', '|'), ('త్ర', '|'), ('చి', '|'), ('త్ర', '|'), ('ప్ర', '|'), ('భా', 'U'), ('వ', '|'), ('దా', 'U'), ('క్షి', 'U'), ('ణ్య', '|'), ('భా', 'U'), ('వ', '|'), ('హ', '|'), ('త', '|'), ('వి', '|'), ('మ', '|'), ('త', '|'), ('జీ', 'U'), ('వ', '|'), ('శ్రీ', 'U'), ('కా', 'U'), ('కు', '|'), ('ళాం', 'U'), ('ధ్ర', '|'), ('దే', 'U'), ('వ', '|')]",0.6833333333333332,-1.0,1.0,0.8,0.25,-1.0
seesamu,"భక్తిఁజేసిన శిలాప్రతిమ మాత్రమే కాని- హరి యిందుఁ గలుగునా యనెడువారు
స్వామి యిం దుండిన సత్యంబుఁ జూపక- యుండునే యని పల్కుచుండువారు
బుద్ధావతారంబుఁ బూనినాఁ డఖిలంబుఁ- గని కనన ట్లుండు ననెడువారు
దేవతామహిమంబు దెలియునో యేమేమి- నడువ నున్నదో యని నుడువువారు",vupajaathi,Aandhranaayaka,"[('భ', 'U'), ('క్తి', '|'), ('జే', 'U'), ('సి', '|'), ('న', '|'), ('శి', '|'), ('లా', 'U'), ('ప్ర', '|'), ('తి', '|'), ('మ', '|'), ('మా', 'U'), ('త్ర', '|'), ('మే', 'U'), ('కా', 'U'), ('ని', '|'), ('హ', '|'), ('రి', '|'), ('యిం', 'U'), ('దు', '|'), ('గ', '|'), ('లు', '|'), ('గు', '|'), ('నా', 'U'), ('య', '|'), ('నె', '|'), ('డు', '|'), ('వా', 'U'), ('రు', 'U'), ('స్వా', 'U'), ('మి', '|'), ('యిం', 'U'), ('దుం', 'U'), ('డి', '|'), ('న', '|'), ('స', 'U'), ('త్యం', 'U'), ('బు', '|'), ('జూ', 'U'), ('ప', '|'), ('క', '|'), ('యుం', 'U'), ('డు', '|'), ('నే', 'U'), ('య', '|'), ('ని', '|'), ('ప', 'U'), ('ల్కు', '|'), ('చుం', 'U'), ('డు', '|'), ('వా', 'U'), ('రు', '|'), ('బు', 'U'), ('ద్ధా', 'U'), ('వ', '|'), ('తా', 'U'), ('రం', 'U'), ('బు', '|'), ('బూ', 'U'), ('ని', '|'), ('నా', 'U'), ('డ', '|'), ('ఖి', '|'), ('లం', 'U'), ('బు', '|'), ('గ', '|'), ('ని', '|'), ('క', '|'), ('న', '|'), ('న', 'U'), ('ట్లుం', 'U'), ('డు', '|'), ('న', '|'), ('నె', '|'), ('డు', '|'), ('వా', 'U'), ('రు', '|'), ('దే', 'U'), ('వ', '|'), ('తా', 'U'), ('మ', '|'), ('హి', '|'), ('మం', 'U'), ('బు', '|'), ('దె', '|'), ('లి', '|'), ('యు', '|'), ('నో', 'U'), ('యే', 'U'), ('మే', 'U'), ('మి', '|'), ('న', '|'), ('డు', '|'), ('వ', '|'), ('ను', 'U'), ('న్న', '|'), ('దో', 'U'), ('య', '|'), ('ని', '|'), ('ను', '|'), ('డు', '|'), ('వు', '|'), ('వా', 'U'), ('రు', '|')]",0.6041666666666666,-1.0,1.0,0.5625,0.25,-1.0
teytageethi,"నీకు నిత్యోపచారముల్‌ లేకయున్న-లోకు లి ట్లాడుకొండ్రు పరాకిదేమి
చిత్ర చిత్ర ప్రభావ దాక్షిణ్యభావ-హత విమతజీవ శ్రీకాకుళాంధ్రదేవ!",vupajaathi,Aandhranaayaka,"[('నీ', 'U'), ('కు', '|'), ('ని', 'U'), ('త్యో', 'U'), ('ప', '|'), ('చా', 'U'), ('ర', '|'), ('ము', 'U'), ('ల్లే', 'U'), ('క', '|'), ('యు', 'U'), ('న్న', '|'), ('లో', 'U'), ('కు', '|'), ('లి', 'U'), ('ట్లా', 'U'), ('డు', '|'), ('కొం', 'U'), ('డ్రు', '|'), ('ప', '|'), ('రా', 'U'), ('కి', '|'), ('దే', 'U'), ('మి', '|'), ('చి', '|'), ('త్ర', '|'), ('చి', '|'), ('త్ర', '|'), ('ప్ర', '|'), ('భా', 'U'), ('వ', '|'), ('దా', 'U'), ('క్షి', 'U'), ('ణ్య', '|'), ('భా', 'U'), ('వ', '|'), ('హ', '|'), ('త', '|'), ('వి', '|'), ('మ', '|'), ('త', '|'), ('జీ', 'U'), ('వ', '|'), ('శ్రీ', 'U'), ('కా', 'U'), ('కు', '|'), ('ళాం', 'U'), ('ధ్ర', '|'), ('దే', 'U'), ('వ', '|')]",0.7666666666666666,-1.0,1.0,0.8,0.5,-1.0
seesamu,"ధర నూటయెనిమిది తిరుపతులందు శ్రీ- కాకుళం బరయఁ బ్రఖ్యాతమేని
యాంధ్రనాయకుఁడ వం చఖిలదేశంబుల- నిన్నుఁ గీర్తించుటే నిజమయేని
వైఖానసోక్తికి వంచన రాకుండ- నెరలు చూపినమాట నిజమయేని
వైకుంఠుఁడవు స్వయంవ్యక్తిగా మర్చావ- తార మొందినమాట తథ్యమేని",vupajaathi,Aandhranaayaka,"[('ధ', '|'), ('ర', '|'), ('నూ', 'U'), ('ట', '|'), ('యె', '|'), ('ని', '|'), ('మి', '|'), ('ది', '|'), ('తి', '|'), ('రు', '|'), ('ప', '|'), ('తు', '|'), ('లం', 'U'), ('దు', '|'), ('శ్రీ', 'U'), ('కా', 'U'), ('కు', '|'), ('ళం', 'U'), ('బ', '|'), ('ర', '|'), ('య', '|'), ('బ్ర', 'U'), ('ఖ్యా', 'U'), ('త', '|'), ('మే', 'U'), ('ని', '|'), ('యాం', 'U'), ('ధ్ర', '|'), ('నా', 'U'), ('య', '|'), ('కు', '|'), ('డ', '|'), ('వం', 'U'), ('చ', '|'), ('ఖి', '|'), ('ల', '|'), ('దే', 'U'), ('శం', 'U'), ('బు', '|'), ('ల', '|'), ('ని', 'U'), ('న్ను', '|'), ('గీ', 'U'), ('ర్తిం', 'U'), ('చు', '|'), ('టే', 'U'), ('ని', '|'), ('జ', '|'), ('మ', '|'), ('యే', 'U'), ('ని', '|'), ('వై', 'U'), ('ఖా', 'U'), ('న', '|'), ('సో', 'U'), ('క్తి', '|'), ('కి', '|'), ('వం', 'U'), ('చ', '|'), ('న', '|'), ('రా', 'U'), ('కుం', 'U'), ('డ', '|'), ('నె', '|'), ('ర', '|'), ('లు', '|'), ('చూ', 'U'), ('పి', '|'), ('న', '|'), ('మా', 'U'), ('ట', '|'), ('ని', '|'), ('జ', '|'), ('మ', '|'), ('యే', 'U'), ('ని', '|'), ('వై', 'U'), ('కుం', 'U'), ('ఠు', '|'), ('డ', '|'), ('వు', 'U'), ('స్వ', '|'), ('యం', 'U'), ('వ్య', 'U'), ('క్తి', '|'), ('గా', 'U'), ('మ', 'U'), ('ర్చా', 'U'), ('వ', '|'), ('తా', 'U'), ('ర', '|'), ('మొం', 'U'), ('ది', '|'), ('న', '|'), ('మా', 'U'), ('ట', '|'), ('త', 'U'), ('థ్య', '|'), ('మే', 'U'), ('ని', '|')]",0.9479166666666666,-1.0,1.0,0.96875,0.875,-1.0
